member_type,rideable_type,trip_year,trip_month,trip_day_of_week,trip_hour,avg_ride_length_seconds,total_trips
member,electric_bike,2024,1,6,11,869,295
member,classic_bike,2024,5,4,6,698,1102
member,classic_bike,2024,8,3,2,625,27
casual,classic_bike,2024,4,1,0,2129,216
casual,electric_bike,2024,8,4,23,740,399
member,electric_bike,2024,11,3,16,665,2033
casual,classic_bike,2024,11,4,22,945,87
member,classic_bike,2024,5,6,17,924,3247
casual,electric_bike,2024,5,2,6,512,194
casual,classic_bike,2024,7,3,17,1542,1942
casual,electric_bike,2024,10,1,16,1022,1314
casual,classic_bike,2024,10,2,13,1946,737
member,electric_bike,2024,5,3,17,706,2721
member,electric_bike,2024,7,5,13,715,1401
member,electric_bike,2024,8,2,13,643,1301
member,classic_bike,2024,9,5,11,705,1288
member,electric_bike,2024,12,7,13,589,667
casual,electric_bike,2024,2,4,23,539,52
casual,classic_bike,2024,4,3,11,2067,384
casual,electric_bike,2024,8,2,12,988,794
casual,classic_bike,2024,9,2,21,1839,506
casual,electric_bike,2024,11,1,8,834,259
member,electric_bike,2024,11,1,5,734,82
member,classic_bike,2024,12,6,8,611,511
member,classic_bike,2024,7,3,10,769,1176
casual,electric_bike,2024,8,4,6,570,392
member,electric_bike,2024,9,7,14,810,1852
casual,classic_bike,2024,10,6,18,1413,1152
member,electric_bike,2024,2,1,23,695,95
casual,classic_bike,2024,5,5,20,1318,661
member,classic_bike,2024,7,4,14,792,1534
casual,classic_bike,2024,7,1,6,2090,125
member,classic_bike,2024,10,7,6,748,191
casual,electric_bike,2024,11,6,17,674,841
member,classic_bike,2024,12,3,16,814,964
member,classic_bike,2024,12,1,5,839,18
casual,classic_bike,2024,5,7,8,2119,563
member,classic_bike,2024,7,6,2,608,70
casual,electric_bike,2024,11,5,13,662,220
member,electric_bike,2024,9,6,10,754,1026
member,classic_bike,2024,9,1,6,1112,224
casual,classic_bike,2024,10,7,22,1557,421
member,classic_bike,2024,11,2,12,609,783
member,electric_bike,2024,11,1,22,566,325
casual,electric_bike,2024,12,5,5,1210,34
member,electric_bike,2024,5,5,11,691,1243
member,electric_bike,2024,12,5,19,570,436
member,electric_bike,2024,3,5,20,539,601
casual,classic_bike,2024,7,5,11,2160,929
casual,classic_bike,2024,8,2,11,2148,776
member,electric_bike,2024,8,7,22,805,1307
member,electric_bike,2024,9,4,22,742,831
member,electric_bike,2024,10,3,1,617,113
member,classic_bike,2024,10,2,20,651,877
casual,classic_bike,2024,11,6,10,1674,365
member,classic_bike,2024,2,2,11,640,734
casual,electric_bike,2024,5,7,15,1276,1922
member,classic_bike,2024,5,7,21,1028,705
casual,electric_bike,2024,6,4,15,939,1350
member,classic_bike,2024,6,4,21,1018,1228
member,electric_bike,2024,6,5,3,877,54
member,classic_bike,2024,8,7,7,893,746
casual,electric_bike,2024,1,2,5,498,30
casual,electric_bike,2024,2,1,8,385,34
member,classic_bike,2024,5,1,14,1056,1581
casual,electric_bike,2024,5,4,0,642,183
casual,classic_bike,2024,8,4,22,1262,562
member,electric_scooter,2024,9,1,23,593,138
casual,electric_bike,2024,9,1,6,1142,253
casual,classic_bike,2024,12,6,16,1525,117
member,electric_bike,2024,5,7,22,808,779
casual,electric_bike,2024,5,4,23,706,264
member,electric_bike,2024,8,3,17,723,3528
casual,classic_bike,2024,9,3,2,987,25
member,electric_bike,2024,11,6,8,608,1437
member,classic_bike,2024,1,1,7,639,89
casual,electric_bike,2024,9,3,17,812,1474
casual,electric_bike,2024,10,2,20,654,412
casual,electric_bike,2024,11,4,23,563,87
member,electric_bike,2024,1,7,15,723,359
member,classic_bike,2024,3,1,22,641,153
member,classic_bike,2024,1,3,18,817,919
member,classic_bike,2024,7,2,20,816,1770
member,electric_scooter,2024,9,6,9,427,336
casual,classic_bike,2024,1,2,13,1596,93
casual,classic_bike,2024,1,3,3,1271,3
member,classic_bike,2024,10,3,1,689,40
member,classic_bike,2024,4,5,19,958,832
casual,electric_bike,2024,6,1,0,910,799
casual,classic_bike,2024,7,7,22,1625,1479
member,electric_bike,2024,7,3,2,696,70
member,classic_bike,2024,9,7,22,961,645
casual,electric_bike,2024,11,3,2,382,25
member,electric_bike,2024,6,4,22,805,974
member,electric_bike,2024,12,3,8,549,1437
member,classic_bike,2024,1,6,10,590,246
member,classic_bike,2024,6,1,6,854,228
casual,electric_bike,2024,8,6,17,940,2542
casual,electric_bike,2024,10,7,23,883,612
casual,electric_bike,2024,12,1,23,622,63
member,electric_bike,2024,2,5,5,492,133
member,classic_bike,2024,2,4,22,1079,251
member,electric_bike,2024,6,7,14,841,1985
member,electric_bike,2024,10,6,16,758,2768
member,electric_bike,2024,4,6,1,421,108
casual,electric_bike,2024,9,6,9,861,593
member,electric_bike,2024,7,7,7,834,540
member,electric_bike,2024,8,4,7,642,2127
member,electric_bike,2024,9,1,7,903,518
member,electric_bike,2024,3,6,10,593,559
member,electric_bike,2024,4,3,9,558,1274
casual,classic_bike,2024,4,5,5,538,17
casual,classic_bike,2024,5,2,5,1916,53
casual,classic_bike,2024,8,7,14,2100,3069
casual,electric_scooter,2024,9,1,23,970,446
casual,classic_bike,2024,9,7,7,1910,299
member,electric_bike,2024,10,2,11,591,1055
casual,classic_bike,2024,10,4,7,947,422
casual,classic_bike,2024,11,1,7,1471,133
member,classic_bike,2024,6,5,11,814,1110
member,classic_bike,2024,8,6,17,865,3149
member,classic_bike,2024,9,3,17,852,3671
casual,electric_bike,2024,2,7,1,613,30
casual,electric_bike,2024,1,5,20,498,103
casual,classic_bike,2024,2,1,7,1036,46
casual,electric_bike,2024,4,4,16,756,732
casual,electric_bike,2024,7,7,7,1032,373
member,classic_bike,2024,4,2,21,711,636
member,electric_bike,2024,6,1,1,627,408
casual,classic_bike,2024,7,5,8,1229,558
casual,electric_scooter,2024,9,7,16,838,1013
member,electric_scooter,2024,9,5,5,357,60
casual,classic_bike,2024,10,4,4,1113,32
casual,electric_bike,2024,12,7,13,784,313
casual,classic_bike,2024,1,3,20,1986,70
member,electric_bike,2024,3,2,5,430,163
casual,classic_bike,2024,4,6,12,1992,470
casual,classic_bike,2024,5,5,17,1790,1559
member,electric_bike,2024,12,3,11,643,569
member,electric_bike,2024,5,1,9,683,888
member,electric_bike,2024,7,3,5,607,470
member,electric_bike,2024,7,2,18,728,3000
casual,classic_bike,2024,8,5,0,2340,192
member,electric_bike,2024,2,4,18,617,783
member,electric_bike,2024,2,2,13,629,486
member,electric_bike,2024,3,1,18,607,806
casual,classic_bike,2024,5,6,4,1081,19
casual,classic_bike,2024,6,3,3,5974,8
casual,classic_bike,2024,8,5,23,1826,379
member,classic_bike,2024,10,6,22,856,514
casual,classic_bike,2024,11,4,19,891,166
member,classic_bike,2024,12,4,0,637,35
member,electric_bike,2024,1,6,8,544,440
casual,classic_bike,2024,6,4,13,1893,964
casual,electric_bike,2024,1,6,7,476,87
casual,electric_bike,2024,4,5,3,569,22
casual,electric_bike,2024,10,1,13,1158,1524
member,classic_bike,2024,11,6,14,665,1126
member,classic_bike,2024,12,3,13,551,632
casual,electric_bike,2024,2,6,14,1042,200
casual,electric_bike,2024,5,3,13,898,574
casual,electric_bike,2024,12,5,8,431,219
casual,electric_bike,2024,3,7,16,980,779
casual,electric_bike,2024,6,1,23,938,503
member,electric_bike,2024,1,5,21,487,201
member,classic_bike,2024,4,3,8,811,2329
member,electric_bike,2024,5,4,1,554,111
casual,classic_bike,2024,8,2,8,991,440
casual,electric_bike,2024,10,2,23,732,194
casual,classic_bike,2024,6,2,16,1837,1127
member,classic_bike,2024,6,3,0,897,68
member,electric_bike,2024,8,3,20,692,1157
member,classic_bike,2024,2,6,16,679,1444
member,classic_bike,2024,3,3,16,773,1732
member,classic_bike,2024,7,3,7,778,2697
member,electric_bike,2024,10,4,22,631,772
member,classic_bike,2024,10,5,12,732,1485
member,classic_bike,2024,2,2,14,800,878
casual,classic_bike,2024,2,3,12,1760,263
member,electric_bike,2024,6,2,11,682,997
member,classic_bike,2024,8,4,9,702,1351
member,classic_bike,2024,9,1,9,886,1209
casual,classic_bike,2024,2,4,22,837,92
casual,classic_bike,2024,3,7,15,1937,1099
casual,classic_bike,2024,3,1,22,2162,79
member,electric_bike,2024,4,2,19,665,1452
member,electric_scooter,2024,9,4,18,531,925
casual,classic_bike,2024,9,6,17,1403,1486
casual,classic_bike,2024,10,3,17,1167,1312
member,classic_bike,2024,2,5,6,610,740
member,classic_bike,2024,3,2,6,561,561
casual,electric_bike,2024,7,1,14,1144,1822
member,classic_bike,2024,7,4,17,924,5242
member,classic_bike,2024,8,1,17,995,1863
member,classic_bike,2024,9,7,2,718,121
casual,electric_bike,2024,3,3,14,879,312
casual,electric_bike,2024,4,1,1,737,248
casual,classic_bike,2024,10,1,12,2024,1785
casual,electric_bike,2024,11,2,15,618,439
casual,electric_bike,2024,10,7,6,697,131
member,electric_bike,2024,12,6,3,509,26
member,classic_bike,2024,3,6,8,651,988
casual,classic_bike,2024,12,3,15,1129,138
casual,classic_bike,2024,3,6,5,466,38
member,classic_bike,2024,5,6,0,794,198
member,electric_bike,2024,7,6,20,834,1425
member,electric_bike,2024,2,1,3,583,27
member,electric_bike,2024,4,5,20,582,718
casual,classic_bike,2024,6,6,18,1671,1781
casual,classic_bike,2024,6,7,5,1303,103
member,electric_bike,2024,6,7,17,816,1978
member,classic_bike,2024,11,3,22,616,302
member,classic_bike,2024,11,7,1,676,182
member,classic_bike,2024,1,5,23,971,87
casual,classic_bike,2024,5,7,14,2149,2618
member,electric_bike,2024,9,5,3,1087,51
casual,electric_bike,2024,3,1,23,731,104
casual,classic_bike,2024,8,6,10,2281,1034
casual,electric_bike,2024,1,1,18,623,61
casual,electric_bike,2024,3,4,1,476,41
casual,classic_bike,2024,4,2,10,2371,379
casual,electric_bike,2024,9,6,12,1064,1116
casual,classic_bike,2024,9,4,12,2087,658
casual,classic_bike,2024,1,4,7,516,97
casual,electric_bike,2024,7,2,1,889,185
casual,electric_bike,2024,8,2,9,764,487
casual,electric_bike,2024,10,2,0,577,167
casual,electric_bike,2024,11,4,6,449,181
member,classic_bike,2024,12,6,5,712,69
casual,classic_bike,2024,9,7,4,2334,43
casual,classic_bike,2024,11,1,4,2298,33
casual,electric_bike,2024,7,6,20,1049,1293
member,electric_bike,2024,9,7,0,660,617
member,electric_bike,2024,11,6,11,588,1038
casual,classic_bike,2024,12,5,6,569,34
member,electric_bike,2024,2,6,15,648,618
member,classic_bike,2024,4,5,22,657,288
member,classic_bike,2024,5,1,11,926,1233
member,electric_scooter,2024,9,2,13,468,419
member,electric_bike,2024,1,2,6,575,329
member,classic_bike,2024,1,7,20,612,130
casual,electric_bike,2024,2,4,9,467,103
member,electric_bike,2024,3,6,7,530,694
casual,electric_bike,2024,3,1,9,914,261
member,electric_bike,2024,4,3,6,528,1100
casual,classic_bike,2024,4,5,2,681,15
casual,classic_bike,2024,5,2,2,2764,78
member,classic_bike,2024,6,1,3,713,84
casual,classic_bike,2024,7,4,21,1617,1357
casual,classic_bike,2024,8,1,21,1763,659
member,classic_bike,2024,7,6,22,880,735
member,classic_bike,2024,8,3,22,771,476
casual,electric_bike,2024,7,2,18,927,1734
casual,electric_bike,2024,8,4,0,685,198
casual,classic_bike,2024,3,3,13,1682,281
casual,electric_bike,2024,9,4,21,790,749
casual,electric_bike,2024,9,2,10,1138,740
casual,classic_bike,2024,12,4,19,1125,41
casual,electric_bike,2024,12,1,6,450,39
casual,classic_bike,2024,5,1,21,1677,416
member,electric_bike,2024,7,5,19,765,1874
member,electric_bike,2024,12,7,7,845,193
casual,electric_bike,2024,1,1,1,451,26
casual,electric_bike,2024,2,2,12,901,164
member,classic_bike,2024,3,7,12,919,1501
casual,electric_bike,2024,5,5,4,527,43
member,classic_bike,2024,7,1,16,890,1643
casual,electric_scooter,2024,9,3,20,738,443
member,classic_bike,2024,9,3,23,746,230
member,classic_bike,2024,10,4,8,661,3154
casual,electric_bike,2024,11,3,19,583,276
member,electric_bike,2024,5,6,15,730,2440
member,classic_bike,2024,5,7,4,755,39
member,electric_bike,2024,6,3,15,676,1742
member,classic_bike,2024,6,4,4,830,38
member,classic_bike,2024,8,5,13,745,1373
member,electric_bike,2024,8,5,11,686,1326
member,classic_bike,2024,8,6,0,667,201
member,electric_bike,2024,9,2,11,705,1501
member,classic_bike,2024,9,3,0,731,90
member,electric_bike,2024,11,7,15,652,1322
member,classic_bike,2024,2,7,20,602,247
member,electric_bike,2024,4,3,23,544,329
member,electric_bike,2024,10,3,18,664,2904
member,electric_bike,2024,10,1,7,725,530
casual,classic_bike,2024,2,5,3,2754,10
member,classic_bike,2024,6,6,15,839,1774
member,classic_bike,2024,4,6,23,752,224
casual,electric_scooter,2024,9,1,9,776,444
casual,electric_bike,2024,3,3,20,664,184
casual,electric_bike,2024,6,5,19,907,1373
casual,electric_bike,2024,9,1,0,836,1021
casual,electric_bike,2024,10,5,15,850,1273
member,electric_bike,2024,1,4,17,638,1317
casual,classic_bike,2024,2,6,13,1495,293
casual,electric_bike,2024,5,4,17,933,2056
casual,electric_bike,2024,8,5,10,1005,631
casual,classic_bike,2024,11,7,20,1279,281
member,classic_bike,2024,11,4,0,686,87
casual,classic_bike,2024,4,4,21,1332,135
member,electric_bike,2024,12,1,20,614,331
member,classic_bike,2024,1,5,6,706,457
member,classic_bike,2024,8,7,1,774,306
casual,classic_bike,2024,8,1,4,1081,84
casual,classic_bike,2024,9,2,15,1834,1524
casual,electric_bike,2024,10,6,19,714,936
member,classic_bike,2024,11,1,8,703,557
casual,classic_bike,2024,2,7,14,1561,288
casual,classic_bike,2024,3,4,14,1813,300
casual,classic_bike,2024,5,4,13,1757,773
casual,classic_bike,2024,6,1,12,2051,2882
member,classic_bike,2024,12,5,4,792,13
member,classic_bike,2024,1,2,14,647,554
member,classic_bike,2024,6,7,19,1013,1294
member,classic_bike,2024,7,7,9,925,1438
casual,classic_bike,2024,1,7,22,529,23
casual,electric_bike,2024,4,3,12,824,488
casual,electric_bike,2024,8,1,8,963,485
casual,electric_scooter,2024,9,2,10,761,448
casual,electric_bike,2024,11,5,7,509,288
member,classic_bike,2024,12,2,9,699,606
casual,electric_bike,2024,12,2,7,443,180
casual,classic_bike,2024,6,5,17,1361,1889
casual,classic_bike,2024,6,2,22,1716,320
casual,classic_bike,2024,2,2,11,1824,188
casual,electric_bike,2024,2,6,20,680,68
casual,classic_bike,2024,5,5,3,3462,12
casual,electric_bike,2024,8,3,19,787,1002
casual,classic_bike,2024,12,1,4,4076,13
casual,electric_bike,2024,12,4,21,475,58
member,electric_bike,2024,5,2,10,706,754
casual,electric_bike,2024,5,1,22,897,337
member,classic_bike,2024,10,7,0,851,294
casual,classic_bike,2024,10,3,23,1645,130
member,classic_bike,2024,12,7,15,741,552
member,classic_bike,2024,6,5,5,720,364
casual,classic_bike,2024,7,4,4,2116,24
member,classic_bike,2024,9,4,1,694,37
casual,classic_bike,2024,10,3,0,1052,92
member,electric_bike,2024,1,3,16,640,787
member,classic_bike,2024,2,1,4,748,19
member,electric_bike,2024,12,4,15,583,803
member,classic_bike,2024,3,4,20,650,618
member,classic_bike,2024,4,1,20,861,525
member,electric_scooter,2024,9,6,15,526,531
casual,electric_scooter,2024,9,6,12,696,652
member,classic_bike,2024,2,3,15,747,1307
casual,classic_bike,2024,3,2,3,1239,8
member,classic_bike,2024,5,3,22,917,399
member,electric_bike,2024,6,6,7,684,1369
casual,electric_bike,2024,7,6,3,629,90
member,classic_bike,2024,8,2,18,816,2790
member,electric_bike,2024,10,7,23,720,645
member,electric_bike,2024,11,4,23,533,193
casual,classic_bike,2024,4,1,6,1962,28
casual,electric_bike,2024,9,5,2,594,92
member,electric_bike,2024,10,7,0,597,623
member,electric_bike,2024,11,4,0,446,135
casual,classic_bike,2024,11,5,6,2155,73
casual,classic_bike,2024,1,5,11,1324,81
casual,classic_bike,2024,6,2,2,3222,35
casual,electric_bike,2024,11,7,21,716,289
member,electric_bike,2024,4,7,8,616,579
member,electric_bike,2024,7,1,17,864,1299
casual,electric_bike,2024,9,7,16,1108,1829
member,electric_bike,2024,1,1,2,554,30
member,classic_bike,2024,3,5,21,635,390
member,classic_bike,2024,4,4,12,788,738
casual,classic_bike,2024,5,3,12,1746,600
member,classic_bike,2024,7,2,6,624,1191
member,classic_bike,2024,8,6,23,821,538
casual,classic_bike,2024,9,6,0,1792,187
member,electric_bike,2024,10,5,9,652,1678
member,electric_bike,2024,11,2,9,598,1015
casual,classic_bike,2024,1,1,6,401,6
member,electric_bike,2024,2,2,7,608,508
member,classic_bike,2024,5,5,13,792,1512
member,classic_bike,2024,6,2,13,712,976
member,classic_bike,2024,9,6,15,758,1689
casual,electric_bike,2024,5,1,2,909,263
casual,electric_bike,2024,8,6,11,1209,1440
casual,electric_bike,2024,9,3,11,903,458
casual,electric_bike,2024,10,3,4,469,59
member,electric_bike,2024,11,5,1,563,49
member,electric_bike,2024,12,2,1,454,55
member,electric_bike,2024,7,4,9,652,1575
member,electric_bike,2024,8,1,9,790,1174
member,electric_bike,2024,6,3,12,636,1211
member,classic_bike,2024,6,4,1,504,45
member,electric_bike,2024,9,2,8,647,2354
casual,electric_bike,2024,9,6,6,526,314
casual,electric_bike,2024,12,5,2,578,12
member,classic_bike,2024,7,1,19,975,1257
casual,electric_bike,2024,8,2,15,1047,1151
member,classic_bike,2024,9,3,20,823,1114
member,classic_bike,2024,10,4,11,682,1323
casual,electric_bike,2024,11,1,11,924,721
member,classic_bike,2024,12,6,11,636,381
member,electric_bike,2024,7,5,16,794,2680
member,classic_bike,2024,7,6,5,768,310
member,classic_bike,2024,2,7,17,808,662
member,electric_bike,2024,10,3,21,589,1015
member,classic_bike,2024,12,1,2,1234,33
casual,classic_bike,2024,1,5,8,726,93
member,electric_scooter,2024,9,2,7,496,516
member,classic_bike,2024,9,7,19,870,1194
casual,classic_bike,2024,2,5,23,1272,79
casual,classic_bike,2024,3,2,23,719,33
casual,electric_bike,2024,6,2,1,805,178
casual,electric_bike,2024,8,4,20,859,1042
casual,electric_bike,2024,9,1,20,863,722
member,electric_bike,2024,11,3,13,527,998
casual,classic_bike,2024,12,3,21,1085,43
casual,electric_bike,2024,3,4,18,605,417
casual,electric_bike,2024,4,1,18,1154,803
casual,classic_bike,2024,5,3,6,912,148
casual,classic_bike,2024,7,3,20,1362,907
casual,electric_bike,2024,9,2,7,618,655
casual,classic_bike,2024,10,2,16,1464,899
member,electric_bike,2024,12,1,0,570,201
casual,electric_bike,2024,12,1,3,610,49
member,electric_bike,2024,5,6,12,680,1708
member,classic_bike,2024,6,3,14,794,1117
member,classic_bike,2024,11,1,11,737,1211
casual,classic_bike,2024,11,2,8,782,244
casual,electric_bike,2024,12,6,12,608,131
casual,electric_bike,2024,4,3,15,881,739
member,electric_bike,2024,5,3,20,663,1003
member,classic_bike,2024,8,3,5,721,337
casual,classic_bike,2024,9,6,23,1444,523
casual,classic_bike,2024,9,2,1,963,102
member,classic_bike,2024,10,2,17,872,2921
casual,electric_bike,2024,11,5,10,559,184
member,electric_bike,2024,1,4,20,605,358
member,electric_bike,2024,8,6,15,746,2981
member,classic_bike,2024,8,1,11,954,1680
casual,electric_scooter,2024,9,6,15,781,873
casual,classic_bike,2024,11,7,17,1724,505
member,classic_bike,2024,11,4,3,1204,15
casual,classic_bike,2024,3,4,20,950,112
member,electric_bike,2024,4,5,14,573,910
casual,classic_bike,2024,4,7,13,2050,1355
casual,classic_bike,2024,8,5,6,1080,260
member,electric_bike,2024,9,7,17,809,1923
casual,classic_bike,2024,10,6,15,1763,1389
casual,classic_bike,2024,11,3,15,1887,242
member,classic_bike,2024,1,5,9,559,607
casual,electric_bike,2024,5,7,18,1133,1491
casual,electric_bike,2024,6,4,18,961,2205
casual,classic_bike,2024,6,5,14,1864,945
member,electric_bike,2024,6,5,6,667,1084
member,electric_bike,2024,7,3,22,743,814
member,electric_bike,2024,7,2,1,826,108
member,classic_bike,2024,8,7,4,640,69
casual,electric_bike,2024,8,7,1,855,769
casual,electric_bike,2024,9,4,1,740,95
casual,classic_bike,2024,11,6,7,714,159
casual,classic_bike,2024,5,5,23,1713,214
casual,electric_bike,2024,6,7,10,1123,1473
member,classic_bike,2024,6,7,16,956,1709
casual,electric_bike,2024,7,4,9,756,621
casual,classic_bike,2024,7,1,3,2690,129
member,electric_bike,2024,12,5,22,815,234
member,classic_bike,2024,1,3,15,812,686
member,classic_bike,2024,4,6,6,625,476
member,classic_bike,2024,11,2,9,626,895
casual,electric_bike,2024,7,3,22,776,546
casual,classic_bike,2024,7,6,12,2096,1672
casual,classic_bike,2024,1,2,16,1527,154
member,electric_bike,2024,3,5,23,572,299
casual,electric_bike,2024,3,6,15,767,454
casual,electric_bike,2024,3,1,3,465,62
casual,classic_bike,2024,4,5,8,929,181
member,classic_bike,2024,6,1,9,948,1392
